transcript_id,s1,s10,s11,s12,s2,s3,s4,s5,s6,s7,s8,s9
NM_133346,822,816,711,662,708,630,718,786,840,504,1234,761
NM_008579,0,0,0,0,0,0,0,0,0,0,0,0
NM_029455,0,0,0,0,0,0,0,0,0,0,0,0
NM_028637,170,227,208,178,164,138,159,153,141,98,216,232
NM_001013802,6,13,4,1,6,6,7,9,6,3,5,7
NR_028589,60,59,59,35,52,28,64,86,90,49,170,44
NM_010274,536,378,447,447,248,485,254,403,470,482,366,602
NM_027478,585,759,581,428,576,455,489,535,593,401,740,600
NM_080463,3648,4165,3694,2661,3394,2856,3262,2869,3027,2089,4201,4389
NM_080462,245,301,286,156,224,213,212,139,132,144,188,303
NM_007891,55,0,0,0,62,102,63,277,270,169,112,66
NM_001113569,93,227,9,10,121,71,101,5,80,126,232,303
NR_028585,336,105,275,150,109,126,233,0,183,92,0,175
NM_146115,410,524,491,321,405,286,363,406,517,252,568,458
NM_146116,6687,7630,6271,4894,6175,5293,6417,6421,7088,5053,10089,7280
NM_177345,1239,1861,1560,1133,1188,1200,1297,1496,1703,1113,2245,1620
NM_177344,307,362,293,209,233,223,216,250,274,218,373,299
NM_177611,0,8,6,6,0,0,0,3,14,5,19,5
NM_013839,710,414,779,619,615,1956,1869,2418,740,301,3955,2891
NM_177343,156,223,228,220,168,206,176,110,119,0,130,279
NM_001033389,581,688,739,481,419,617,716,910,760,518,1310,658
NM_001289857,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289856,0,0,0,0,0,0,0,0,0,0,0,0
NR_033505,0,0,0,0,0,0,0,0,0,0,0,0
NR_033507,0,0,0,0,0,0,0,0,0,0,0,0
NM_010309,2,0,1,4,66,3,2,7,0,3,2,0
NM_013908,1622,1871,1359,1384,1384,1107,1244,1322,1584,1038,2427,1612
NR_105972,8,4,4,5,1,2,4,10,7,6,14,1
NM_010902,3815,4364,3934,3018,3365,3189,3393,3777,4158,3161,5757,4304
NR_105970,0,0,0,0,0,0,0,0,0,0,0,0
NR_105971,0,0,1,1,1,1,1,1,1,1,1,1
NM_172117,164,221,180,159,188,138,185,230,331,184,395,167
NM_172118,1560,1661,1359,1089,1812,1163,1742,1291,1911,1207,2038,1206
NM_146898,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006669,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080971,7,3,2,7,6,8,5,5,11,3,9,12
NM_001037098,4,2,0,4,323,1,0,184,1,153,0,2
NM_001037099,0,0,0,0,0,0,0,0,0,0,0,0
NM_008780,63,111,96,106,87,77,64,41,56,33,78,111
NM_178254,0,0,0,0,0,0,0,0,4,0,0,0
NM_025901,416,576,431,301,456,337,427,541,626,337,754,443
NM_026634,0,3,0,0,0,3,0,0,0,0,0,2
NM_029692,0,0,0,0,0,0,0,0,0,0,0,0
NM_026630,4,0,3,0,0,0,0,0,0,0,5,0
NR_046364,0,0,107,0,0,0,0,38,0,0,0,0
NM_025587,6274,8764,7451,5997,6271,5796,6248,7014,8153,5025,9934,7541
NM_133849,0,0,0,0,0,0,0,0,0,0,0,0
NM_133847,3268,3703,3340,2447,2834,2527,3002,3432,3769,2514,5576,3817
NM_001134300,0,0,0,0,0,0,583,0,0,0,0,3
NM_133840,300,452,413,311,317,297,371,336,298,229,442,448
NM_001276448,0,0,0,0,0,0,0,0,0,0,0,0
NM_130860,1681,1958,1673,1470,1572,1357,1483,1414,1672,1074,2508,1888
NM_020267,3778,4167,3522,2689,3485,3037,3522,3355,3664,2732,5714,3752
NM_144884,810,943,846,654,764,673,722,801,897,558,1155,856
NM_144885,1290,1663,1427,1089,1125,1021,1137,1098,1281,803,1743,1579
NM_144886,364,557,425,341,342,262,398,449,601,330,775,508
NM_144887,2824,3115,3015,2135,2590,2372,2761,3475,4097,2665,5840,3204
NR_015462,0,0,0,0,0,0,0,0,0,0,0,0
NR_015463,90,112,52,148,90,69,67,95,129,177,322,216
NM_198090,2174,1362,2160,796,1891,796,770,480,3908,1549,3585,2595
NM_144883,0,0,0,0,0,0,0,0,0,0,0,0
NM_028479,272,237,233,207,229,161,196,255,274,189,475,254
NM_001135657,2,0,0,2,0,0,1,1,0,1,1,1
NM_009564,563,615,546,414,466,380,435,463,502,333,721,598
NM_199304,227,185,154,130,130,118,149,157,154,121,245,190
NM_199303,0,0,0,0,0,0,0,0,0,0,0,0
NM_199302,910,1054,837,741,752,610,631,699,714,463,987,994
NM_029475,270,197,266,117,285,83,33,92,117,175,170,176
NM_181416,50,78,47,37,68,51,58,210,380,257,340,48
NM_181417,885,502,826,456,783,614,770,867,932,670,1414,881
NR_029568,0,0,0,0,0,0,0,0,0,0,0,0
NM_029308,0,0,0,0,0,0,0,0,0,0,0,0
NM_011871,572,734,581,460,568,449,556,657,684,488,925,657
NM_029305,0,0,0,0,0,0,0,0,0,0,0,3
NM_001164689,0,0,0,0,233,0,0,0,0,0,0,525
NR_029566,0,0,0,0,0,0,0,0,0,0,0,0
NM_175462,0,0,0,0,0,0,0,0,0,2,0,0
NM_175466,280,351,242,223,269,186,184,210,257,191,330,276
NM_175467,0,0,0,0,0,0,0,0,0,0,0,0
NM_175464,47,45,31,32,42,47,40,19,24,31,53,57
NM_175465,2471,2937,2260,2051,2293,2005,2468,1852,1992,1429,3173,2820
NM_007656,3989,10527,8493,5719,3181,6318,7459,7865,3216,5667,12416,4017
NM_173377,0,0,0,0,0,0,0,0,0,0,0,0
NM_007652,1125,1367,1108,717,1208,863,1149,725,909,772,655,1156
NM_025699,749,1005,841,577,763,665,728,782,752,517,1165,862
NM_001205370,1928,1781,1488,903,1470,1082,1520,1078,1020,1184,1340,1550
NM_001205371,0,0,0,0,0,0,0,0,0,0,1,0
NM_146808,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033123_2,40,0,0,0,0,0,0,0,0,0,88,0
NM_001012723,53,24,18,24,19,21,19,8,10,9,10,35
NM_001033123_1,5,6,5,6,5,6,19,5,4,28,10,7
NM_001012725,0,0,8,0,0,0,2,4,0,0,8,0
NM_008367,0,6,3,5,4,3,3,3,2,0,7,7
NM_007788,2724,3093,2538,2038,2722,2272,2531,2687,3032,2033,4175,2802
NM_008361,25,42,26,36,20,35,17,95,21,38,172,39
NM_008261,0,0,0,0,0,0,0,0,0,0,0,0
NM_023504,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282028,0,0,0,3,0,0,0,0,0,0,0,0
NM_001243240,58,89,107,43,134,69,118,41,84,112,121,69
NM_001080550,0,0,0,0,0,0,0,0,0,0,1,0
NM_153075,30,40,38,36,31,32,23,23,42,27,63,28
NM_153077,0,0,0,0,0,0,0,2,4,0,0,0
NM_025565,0,0,0,0,0,0,0,0,0,0,0,0
NM_028093,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177857,0,0,0,0,0,0,0,0,0,0,0,0
NM_146938,0,0,0,0,0,0,0,0,0,0,0,0
NM_146939,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040689,73,39,23,29,42,59,56,48,37,36,100,53
NM_199059,0,0,0,0,0,0,0,0,0,0,0,0
NM_205783,1,3,4,7,1,0,4,0,0,1,2,2
NR_040510,0,0,0,0,0,0,0,0,0,0,0,0
NR_040511,0,0,0,0,0,0,0,0,0,0,0,0
NR_040514,0,0,0,0,0,0,0,0,0,0,0,0
NR_040516,0,0,0,0,0,0,0,0,0,0,0,0
NR_040517,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039391,44,11,21,3,5,259,28,77,13,179,6,56
NM_008963,0,0,0,0,0,0,0,0,0,0,0,0
NM_011652,3,9,7,0,2,2,2,4,8,3,5,10
NM_008752,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290464,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290465,0,0,0,0,0,0,0,0,0,0,0,0
NM_175286,193,188,174,156,129,140,152,149,166,96,256,219
NM_001290463,0,0,0,0,0,0,0,0,0,0,0,0
NM_175285,300,476,367,290,304,239,298,243,247,202,433,411
NM_001271499,0,0,0,1,26,1,0,31,0,17,0,32
NM_001290669,303,169,238,199,0,195,124,263,210,0,420,0
NM_001081338,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290665,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290666,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290660,3962,5615,4389,3354,4069,3900,4152,3620,3245,2731,6409,5033
NM_178760,2307,2543,2297,1681,2033,1787,2069,2284,2716,1778,3707,2593
NM_146464,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001334,15,18,5,0,0,4,0,3,0,0,0,7
NM_146114,198,259,161,0,91,109,168,161,142,0,364,211
NR_028571,2,2,0,3,1,2,0,0,1,3,5,1
NR_028572,0,3,3,4,1,1,1,3,0,2,3,1
NM_146117,0,2,0,0,2,2,0,7,0,0,0,0
NM_146118,0,0,0,0,0,0,0,0,0,0,0,0
NM_146119,2538,2895,2819,2026,2603,2245,2525,4178,5481,3297,8025,2604
NM_009963,1734,2305,1650,1557,1423,1631,1121,1000,867,1120,1798,2230
NM_007869,2465,2637,2419,1562,1942,1761,2114,2212,2318,1618,3742,2661
NR_040625,0,0,0,0,0,0,0,0,0,0,0,0
NR_040356,0,0,0,0,0,0,0,0,0,0,0,0
NM_178411,583,641,559,454,460,362,462,445,632,326,812,592
NR_040354,0,0,0,0,0,0,0,0,0,0,0,0
NM_023326,628,646,538,481,562,464,468,376,366,312,524,691
NR_040353,382,462,314,175,303,295,274,176,146,135,197,376
NM_009184,0,0,0,0,0,0,0,0,0,0,0,0
NM_001113179,0,0,0,0,2,2,0,187,199,174,29,4
NM_178634,0,0,0,0,0,0,0,0,0,0,0,0
NR_040359,0,0,0,0,0,0,0,0,0,0,0,0
NR_030683,0,0,0,0,0,0,0,0,0,0,0,0
NR_030769,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177707,364,486,121,86,13,158,145,275,237,324,1027,24
NM_001011735,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123362,0,0,0,0,0,0,0,0,0,0,0,0
NR_110957,102,1,0,19,20,2,18,2,3,1,7,5
NR_030762,1,4,6,1,2,2,3,3,3,1,5,1
NM_008968,11440,13082,11066,8799,9212,8471,9233,9805,7984,9396,17569,11954
NM_008969,1308,2102,1405,1152,1197,898,1050,1707,2155,1169,2249,1615
NM_001039939,1790,1966,1718,1649,1599,1321,1543,1544,2006,1497,3296,2011
NR_029649,0,0,0,0,0,0,0,0,0,0,0,0
NM_018851,1723,2002,1427,1012,1377,1217,2096,2856,2998,2702,5276,1554
NM_008961,349,410,370,266,322,285,302,266,314,236,379,359
NM_018852,0,0,0,0,0,0,0,0,0,0,0,0
NM_013865,1381,1643,1550,1065,1294,1113,1378,1446,1786,1011,2066,1680
NM_001159543,33,22,21,60,70,70,16,12,0,8,38,155
NM_001037762,93,95,153,77,120,66,11,186,186,129,303,169
NM_146752,0,0,0,0,0,0,0,0,0,0,0,0
NM_146753,0,0,0,0,0,0,0,0,0,0,0,0
NM_019677,264,254,232,117,194,211,200,132,248,141,264,182
NM_001159549,0,2,0,0,0,0,0,3,0,2,0,5
NM_001159548,0,0,17,0,0,0,0,1,0,0,0,0
NM_001143683,26,18,28,22,23,16,17,8,9,10,9,29
NR_038349,6,7,10,0,0,0,0,13,4,6,16,10
NM_013460,49,67,45,41,38,35,32,39,34,14,39,63
NM_026251,0,0,0,0,0,0,0,0,0,0,0,0
NR_033642,31,30,14,25,22,21,29,11,13,12,23,24
NM_027040,0,3,0,0,0,0,0,0,0,0,0,0
NM_001111029,0,0,0,0,0,0,0,0,0,0,164,0
NM_015792,2308,2783,2345,1932,2159,2053,2299,2282,2593,1665,3440,2633
NM_146265,0,0,0,0,0,0,0,0,0,0,0,0
NM_138313,2297,1770,1892,1476,1531,1436,1413,1219,1430,927,1869,2301
NR_033467,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110513,353,359,248,253,246,196,229,166,172,136,349,260
NM_001110512,11,65,2,4,46,0,2,62,85,4,120,51
NM_178084,81,64,18,46,62,78,35,68,36,68,172,79
NM_009023,20,47,28,32,15,23,13,32,42,27,58,42
NM_009020,0,0,0,0,0,0,0,0,0,0,0,0
NR_033469,0,0,0,0,0,0,0,0,0,0,0,0
NM_008561,0,0,0,0,0,0,0,0,0,0,0,0
NM_001165991,7,7,10,6,2,1,4,0,5,0,13,22
NM_001113558,0,0,0,0,0,0,0,0,0,0,0,0
NM_008569,4991,5961,4881,3752,4376,3841,4733,5233,6271,4217,8518,5670
NM_027192,1321,1363,1282,972,1084,1022,1258,999,1109,681,1352,1331
NM_001011534,0,0,0,0,0,0,0,0,0,0,0,0
NM_010264,85,102,68,82,83,65,114,74,77,66,196,99
NR_037281,0,0,0,0,0,0,0,0,0,0,0,0
NM_181848,294,328,307,220,294,248,276,206,224,216,441,285
NR_028590,36,33,37,19,33,28,39,58,65,56,110,42
NR_028591,107,158,122,85,99,64,109,121,118,92,266,96
NM_001163434,13467,14666,12970,8193,9771,8696,7731,15707,20585,9525,24571,14917
NM_021450,2171,2346,2234,1556,1881,1737,2763,2009,2338,1680,3165,1829
NM_177608,2698,3039,2524,1910,2074,2246,2479,2185,2285,1777,3788,2955
NM_019771,6819,8601,7107,5217,7109,5846,6653,5897,6302,4534,7968,7656
NM_001139504,240,263,113,118,114,63,62,72,376,4,309,213
NR_037263_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_177600,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037263_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_022325,5960,7071,6708,5180,5597,4808,5698,5099,5739,3592,7584,6957
NM_001111331,97,202,149,172,110,126,117,148,187,114,260,192
NR_003258,4,568,2,3,2,370,788,143,1254,3,3,25
NR_033513,0,0,0,0,0,0,0,0,0,0,0,0
NM_177190,166,185,167,136,133,126,166,144,168,95,285,200
NM_177191,0,6,3,0,0,0,0,2,0,0,4,0
NM_053195,2206,1900,1535,1015,1531,1347,1469,1144,1009,822,1798,1934
NM_027990,0,0,3,0,0,0,0,0,0,0,0,0
NM_001177543_3,0,0,0,0,0,0,0,0,182,0,0,21
NM_001244202,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244201,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244200,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109993,68,111,91,43,44,46,70,82,43,74,113,59
NM_001177543_4,0,0,0,181,0,0,0,0,0,0,0,0
NM_013935,102,11,76,24,98,80,25,47,49,23,87,91
NM_011989,1451,1351,1460,1134,1403,1155,1400,1459,1655,880,2354,1532
NR_106102,1,1,1,1,1,1,1,1,1,1,1,1
NM_026021,295,362,271,231,313,256,309,352,464,255,584,307
NM_001142335,68,152,59,263,50,27,102,64,66,56,142,380
NM_001142336,162,379,427,409,385,454,297,280,207,231,358,276
NM_001142337,0,0,0,0,0,0,0,0,0,0,0,0
NM_010911,792,1012,861,691,724,667,733,783,937,570,1345,918
NM_172665,430,520,360,255,392,338,329,274,319,210,391,491
NM_173450,91,103,117,78,81,81,76,97,80,70,160,113
NM_001080944,3,25,14,5,6,4,9,11,18,10,29,9
NM_026934,1183,1400,1232,960,1162,925,1172,1591,1659,1045,2221,1177
NR_035479,0,0,0,0,0,0,0,0,0,0,0,0
NR_035478,1,0,0,0,0,0,1,0,0,0,0,0
NR_035477,0,0,0,0,0,0,0,0,0,0,0,0
NR_035476,0,0,0,0,0,0,0,0,0,0,0,0
NM_194335,167,157,122,81,101,99,67,99,140,69,144,137
NM_029021,0,0,0,0,0,0,0,0,0,0,0,0
NM_029688,1402,1948,1590,1154,1272,1103,1397,1341,1273,930,2075,1675
NR_040499,0,0,0,0,0,0,0,0,0,0,0,0
NM_029687,0,7,0,0,0,0,0,2,0,0,0,0
NM_001077515,0,0,0,0,0,0,0,0,0,0,0,0
NM_144500,1131,1231,1036,896,962,892,983,939,1033,771,1486,1325
NM_001109691,4,43,5,10,33,38,30,45,42,17,89,55
NM_181266,97,167,253,197,267,154,126,193,184,83,391,176
NM_025592,4061,5640,5333,4519,4396,4221,4780,6525,7912,5139,10449,5410
NR_028376,262,187,194,131,203,162,205,236,287,217,350,212
NR_028377,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042528,0,0,0,0,0,0,0,0,0,0,0,0
NM_025598,778,882,767,617,770,566,689,699,831,429,963,877
NM_008100,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199308_1,1057,1482,948,765,908,812,714,717,702,641,1380,1036
NR_037265_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_106168,3,2,1,2,2,1,1,1,1,2,2,1
NM_145537,856,1034,888,832,759,698,677,938,1087,689,1801,1040
NR_040497,0,0,0,0,0,0,0,0,0,0,0,0
NM_028793,47,98,74,43,104,64,275,123,117,106,99,0
NM_001291432,162,0,194,0,0,0,0,0,0,0,0,192
NM_001037178,0,0,0,0,0,0,0,0,0,0,0,0
NM_138685,0,0,0,0,0,0,0,0,0,0,0,0
NM_138684,0,9,16,3,0,2,0,14,12,12,32,8
NM_008449,0,13,3,13,3,4,6,13,15,4,15,10
NM_133783,400,441,354,351,365,328,401,518,535,344,821,442
NM_001042653,13,16,8,14,10,14,13,43,67,42,61,30
NM_001289150,0,0,0,0,0,0,0,0,0,0,0,0
NM_029463,0,0,0,0,0,0,0,0,0,0,0,0
NM_199312,0,0,0,0,0,0,0,0,0,0,0,0
NM_199310,487,602,488,338,423,349,452,403,418,301,697,569
NM_026891,615,682,577,543,579,477,631,690,723,488,1062,702
NM_009773,105,131,64,88,83,81,89,545,1158,465,749,148
NM_009776,102159,124222,113274,88459,99298,90152,102015,109786,98574,96121,207273,122883
NM_153805,31,21,6,20,28,9,11,63,124,46,107,26
NM_007466,2361,2699,2238,1588,2148,1855,2054,2696,3093,1995,3993,2436
NM_001102424,129,370,0,0,166,255,0,260,0,122,650,0
NM_001102425,169,374,0,0,667,247,226,399,336,257,508,0
NM_145538,692,757,648,515,621,559,733,868,1046,573,1173,661
NR_040639,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102423,154,564,704,667,314,294,317,210,500,465,0,590
NM_025680,951,983,830,717,808,657,768,842,960,641,1467,980
NR_040634,0,0,0,0,0,0,0,0,0,0,0,0
NR_040637,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291039,0,0,0,0,0,0,1,0,0,0,0,0
NR_040631,0,0,0,0,0,0,0,0,0,0,0,0
NR_040633,0,0,0,0,0,0,0,0,0,0,0,0
NR_040632,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025395,1768,1456,1404,1423,1608,1286,1506,1713,2108,1614,3250,1778
NM_001029983,2794,3053,2942,2181,2372,2026,2438,2982,3604,2039,4739,3100
NM_207254,0,0,0,0,0,0,0,0,0,0,0,0
NR_036606,0,0,0,0,0,0,0,0,0,0,0,0
NM_009939,504,686,488,455,472,551,491,504,653,474,845,682
NM_008358,33,82,93,59,21,43,47,108,160,116,138,102
NR_015523,81,98,80,96,108,70,76,100,101,68,144,81
NM_146836,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083960,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291032,0,0,0,0,0,0,0,0,0,0,0,28
NM_146838,0,0,0,0,0,0,0,0,0,0,0,0
NM_001205369,2781,2986,2193,1388,2581,2318,2645,1693,1662,1374,2663,2430
NR_015528,993,1168,1011,841,876,823,867,874,948,690,1366,1198
NR_033468,0,0,0,0,0,0,0,0,0,0,0,0
NM_028317,82,96,85,60,64,70,80,66,87,69,138,83
NM_001164053,167,112,57,48,36,92,68,2,46,33,102,138
NM_001291031,146,223,221,164,172,122,203,183,157,137,368,167
NM_001164055,0,0,33,0,18,0,6,0,23,149,0,0
NM_145122,392,442,393,369,386,347,339,344,318,259,663,504
NM_175631,0,0,0,0,0,0,0,0,0,0,0,0
NM_178889,2,1,26,3,1,0,0,517,0,0,3,3
NM_178888,652,602,489,449,622,466,594,431,370,386,801,538
NR_040745,0,0,0,0,0,0,0,0,0,0,0,0
NR_040747,0,0,0,0,0,0,0,0,0,0,0,0
NM_025777,0,0,0,0,0,0,0,0,0,0,0,0
NM_178887,0,0,0,0,0,0,0,0,0,2,0,0
NM_178886,1055,1139,975,640,824,648,590,878,1065,722,1205,1089
NM_178885,0,7,0,5,4,0,2,0,0,0,0,7
NR_028114,42,60,18,0,0,16,0,38,40,29,0,26
NM_153065,893,960,894,727,801,672,821,918,1101,710,1609,956
NR_028113,7,5,5,0,2,0,3,7,1,6,3,2
NM_010467,0,0,0,0,0,0,0,0,0,0,0,0
NM_010468,41,38,36,35,31,20,28,31,36,24,62,47
NM_010469,0,6,0,5,2,0,3,1,4,0,0,6
NM_025576,474,612,492,336,435,390,437,488,581,425,805,563
NM_001164216,662,821,643,497,566,504,672,746,717,454,991,666
NM_146907,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199118,0,0,1,1,1,0,296,174,0,0,1,1
NM_146902,0,0,0,0,0,0,0,0,0,0,0,0
NM_146901,0,0,0,0,0,0,0,0,0,0,0,0
NM_146900,0,0,0,0,0,0,0,0,0,0,0,0
NM_001160424,0,0,0,7,0,0,5,0,0,0,0,0
NM_145635,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080709,0,0,0,0,0,0,0,0,0,0,0,0
NM_146583,0,0,0,0,0,0,0,0,0,0,0,0
NR_040613,0,0,0,0,0,0,0,0,0,0,0,0
NM_146580,0,0,0,0,0,0,0,0,0,0,0,0
NM_146587,0,0,0,0,0,0,0,0,0,0,0,0
NM_146586,0,0,0,0,0,0,0,0,0,0,0,0
NM_146584,0,0,0,0,0,0,0,0,0,0,0,0
NM_009804,3114,3694,3105,2412,2590,2369,2769,2428,2527,1838,3735,3526
NM_146589,0,0,0,0,0,0,0,0,0,0,0,0
NM_146588,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001882,230,227,16,173,349,236,502,292,191,195,245,761
NM_146341,0,0,0,0,0,0,0,0,0,0,0,0
NM_146343,0,0,0,0,0,0,0,0,0,0,0,0
NM_146342,0,0,0,0,0,0,0,0,0,0,0,0
NM_146349,0,0,0,0,0,0,0,0,0,0,0,0
NM_146348,0,0,0,0,0,0,0,0,0,0,0,0
NM_024225,649,1062,1333,439,970,799,750,592,1577,556,1299,565
NM_145832,206,177,96,91,0,52,69,81,156,40,218,104
NM_001039653,0,0,0,0,0,0,0,0,0,0,0,4
NM_001039122,14,21,7,9,13,18,13,5,10,5,13,13
NM_001101804_4,0,0,0,0,664,0,0,0,0,0,1,0
NM_001101804_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001101804_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_145838,4,16,5,4,0,6,0,8,5,5,4,17
NM_001101804_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171187,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033477,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085378,0,0,0,0,3,0,0,0,0,0,0,0
NM_001290675,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290674,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011771,0,0,0,0,0,0,0,0,0,0,0,0
NR_030572,0,0,0,0,0,0,0,0,0,0,0,0
NR_110367,0,0,0,0,0,0,0,0,3,0,3,0
NM_001001322,0,0,0,0,0,0,0,0,0,0,0,0
NR_110368,0,0,0,0,0,0,0,0,0,0,0,0
NM_010073,911,1113,950,794,851,723,788,894,977,605,1325,1058
NM_010072,863,1146,898,658,875,790,762,831,868,644,1317,991
NR_040369,29,24,17,5,17,10,15,21,24,26,54,21
NR_040368,0,0,0,0,0,0,0,0,0,0,0,0
NM_009976,45846,53673,48623,36173,42140,34716,40874,31220,29828,23803,44116,46712
NM_010074,254,563,472,893,549,545,550,308,265,226,298,891
NM_009978,0,0,0,0,0,0,0,0,0,0,0,0
NM_013781,0,0,3,70,0,2,0,0,1,0,0,1
NR_040361,0,2,0,0,8,0,6,4,0,0,5,0
NR_040367,0,0,0,0,0,0,0,0,0,0,0,0
NR_040365,0,0,0,0,0,0,0,0,0,0,0,0
NM_001161806,0,0,0,0,0,0,0,0,0,0,0,0
NM_023336,320,0,437,1,1,1,1,2,1,0,2,3
NM_001038635,332,220,235,457,241,675,320,297,343,329,895,236
NR_029646,0,0,0,0,0,0,0,0,0,0,1,0
NR_027957,278,334,272,318,252,203,298,207,193,217,443,289
NR_110968,0,0,0,0,0,0,0,0,0,0,0,0
NR_110965,57,118,103,61,67,0,0,72,53,26,82,56
NR_110963,0,6,0,3,0,0,0,5,0,0,0,0
NR_110962,54,23,29,0,15,0,0,0,19,0,241,0
NM_001204166,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204167,0,0,0,0,0,0,0,0,2,0,0,2
NM_001204165,102,87,78,62,50,63,48,25,29,22,41,115
NM_001252543,0,1,0,0,277,0,0,2,1,1,414,470
NM_001252542,22,23,17,6,8,14,13,4,22,2,29,16
NM_001252541,0,0,0,0,0,0,0,0,0,0,0,0
NM_025395,173,238,174,157,153,169,140,191,231,180,276,227
NM_001252547,152,228,196,141,181,186,0,76,124,137,345,294
NM_001252545,0,0,0,0,292,0,0,0,0,0,528,0
NM_001252544,1382,660,714,0,392,382,991,950,937,820,1331,0
NM_146762,0,0,0,0,0,0,0,0,0,0,0,0
NM_178724,169,194,166,127,135,129,144,161,196,109,271,193
NM_178725,0,22,0,17,0,13,0,33,53,0,0,0
NM_146767,0,0,0,0,0,0,0,0,0,0,0,0
NM_178723,37,34,47,17,3,33,45,29,30,31,15,38
NM_029862,813,915,947,668,772,718,834,726,936,477,1289,919
NM_146569,0,0,0,0,0,0,0,0,0,0,0,0
NM_146568,0,0,0,0,0,0,0,0,0,0,0,0
NM_009374,0,0,0,0,0,0,0,0,0,0,0,0
NM_013678,330,452,381,377,366,278,354,386,381,270,619,443
NM_009373,22664,27053,22627,14578,16441,15573,15739,22310,21795,15905,38276,23596
NR_111965,0,142,60,0,0,0,0,0,93,0,260,0
NM_001159376,0,0,0,3,0,0,0,0,0,0,0,2
NM_013677,608,725,531,464,461,415,436,519,471,394,850,523
NM_183354,0,0,0,0,0,0,0,0,0,2,0,0
NM_009378,32454,28141,26936,21191,26116,26279,25362,16729,13187,9909,21686,34266
NM_010784,199,209,159,0,240,133,159,145,115,132,155,279
NM_001110214,5,0,1,45,2,1,0,14,0,0,47,0
NM_001033254,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033256,198,149,179,161,166,128,155,186,219,106,268,147
NM_022000,237,20,278,222,336,59,284,34,546,116,117,12
NM_001177627,0,0,0,0,0,0,0,0,0,0,0,0
NR_045919,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111030,0,0,0,2,0,0,0,0,0,0,0,0
NM_027529,0,0,0,0,0,0,0,0,0,0,0,0
NM_138306,895,985,1007,913,1053,826,751,1116,1322,804,1863,941
NM_001006676,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006677,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006674,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291185,0,0,0,0,0,0,0,0,0,0,0,0
NM_177727,1084,1047,970,803,861,821,978,974,1259,779,1675,1076
NM_009019,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291189,0,0,0,0,0,0,0,0,0,0,0,0
NR_045269,121,134,99,82,95,101,109,89,68,57,117,153
NM_011305,4464,4105,3923,3062,3573,3269,3606,3472,3940,2696,5701,4397
NM_001005343,0,0,0,0,3,0,0,0,0,0,0,0
